title,price,lt,lb
"ANA*RUMAH MURAH LUAS 4X21M2, 4LT DI JALAN RAYA JELAMBAR - *GOOD-DEAL!!*","Rp 2,3 Miliar",  84 m²,  268 m²
"ANA*RUMAH BAGUS DI KAV.POLRI LUAS 4X15M, 3LT JELAMBAR - *GOOD-DEAL!!*
","Rp 2,2 Miliar",  60 m²,  138 m²
"ANA*RUMAH KAV.POLRI LUAS 538M2, UK 16.9X34.7M 24JT-an PerM2 2LT JELAMBAR - *GOOD-DEAL!!*","Rp 12,9 Miliar",  538 m²,  538 m²
ANA*RUMAH 4LT PLONG LUAS 4.2X17M JALAN LEBAR DI JELAMBAR - *GOOD-DEAL!!*,"Rp 2,8 Miliar",  72 m²,  218 m²
ANA*RUMAH 3.5LT LUAS 6X33M LOKASI BAGUS DI JELAMBAR - *GOOD-DEAL!!*,"Rp 6,2 Miliar",  198 m²,  668 m²
ANA*RUMAH MURAH 3.5LT LUAS 4.3X15M LOKASI DAN BANGUNAN BAGUS HADAP SELATAN DI JELAMBAR - *GOOD-DEAL!!*,"Rp 1,95 Miliar",  64 m²,  178 m²
ANA*RUMAH 3.5LT UK 4X19M DI JALAN RAYA JELAMBAR - *GOOD-DEAL!!*,"Rp 2,8 Miliar",  76 m²,  228 m²
ANA*RUMAH 3LT LUAS 4.6x16M JLN 1.MOBIL DI JELAMBAR - *GOOD-DEAL!!*,"Rp 1,85 Miliar",  73 m²,  158 m²
Murah Rumah Park Residence 2 Lantai Full Renov,"Rp 1,39 Miliar",  48 m²,  60 m²
ANA*RUMAH DI KOMP. THI 3.5LT LUAS 7X20M LOKASI NYAMAN JELAMBAR - *GOOD-DEAL!!*,Rp 4 Miliar,  140 m²,  388 m²
ANA*RUMAH MURAH 3LT DI KAV.POLRI LUAS 15X14M2 LOKASI STRATEGIS BISA DAGANG JELAMBAR - *GOOD-DEAL!!*,"Rp 4,8 Miliar",  211 m²,  428 m²
"Rumah di Green Lake City , Amerika Latin Uk. 10x18 , SHM , Utara","Rp 4,59 Miliar",  180 m²,  211 m²
"Rumah di Green Lake City , Cluster Asia 6x16 , SHM , Hadap Utara","Rp 2,09 Miliar",  96 m²,  100 m²
"Rumah di Green Lake City, Cluster East Asia Uk.6x15, Semi Furnish","Rp 2,3 Miliar",  90 m²,  127 m²
"Rumah di Green Lake City , Cluster East Asia 4x15 , SHM , Selatan","Rp 1,5 Miliar",  60 m²,  87 m²
"Rumah di Green Lake City , Cluster East Asia 4x12 , SHM , Selatan","Rp 1,29 Miliar",  48 m²,  76 m²
MURAHH RUMAH MUARA KARANG 10X20,"Rp 4,7 Miliar",  200 m²,  225 m²
Rumah Bagus di Walet Permai ; Siap Pakai,"Rp 11,5 Miliar",  300 m²,  450 m²
Di jual Rumah Mewah Cempaka Putih 2 lantai dekat kampus YARSI,"Rp 1,39 Miliar",  39 m²,  77 m²
Di Jual Rumah Mewah Cantik di Pisangan Baru Utara Matraman,Rp 818 Juta,  30 m²,  58 m²
Di Jual Rumah Cantik 3 lantai di Rawasari dekat YARSI,Rp 895 Juta,  24 m²,  71 m²
Di Jual Rumah Cantik dekat JIS Sunter bebas banjir,Rp 451 Juta,  20 m²,  39 m²
Di jual Rumah Cantik Mewah 3 lantai dekat Mall Green Pramuka,Rp 972 Juta,  25 m²,  73 m²
FOR SALE RUMAH 1 LANTAI B.U HITUNG TANAH KP TENGAH KRAMATJATI,"Rp 1,8 Miliar",  276 m²,  150 m²
"Mau beli rumah? Ada loh dipisangan Jaktim,rmh murah,keren,modern",Rp 835 Juta,  30 m²,  59 m²
Apa boleh punya rumah kerenmodern harga terjangkau lok.strategis?,Rp 895 Juta,  24 m²,  71 m²
Rumah modern bergaya eropah 3 Lantai di Jl Rawasari percetakan negara raya samping Rumah makan Adem ayem jakarta pusat,Rp 890 Juta,  30 m²,  88 m²
Rumah modern 2 lantai di Cempaka putih tengah dekat gedung olahraga Arcici Jakarta pusat ,"Rp 1,36 Miliar",  40 m²,  77 m²
"Rumah Kosan Income Bersih 20jt Bln , 750 M Ke Jalan Kemang Raya",Rp 13 Miliar,  619 m²,  350 m²
Rumah di Puri Indah,"Rp 4,2 Miliar",  160 m²,  320 m²
Rumah Murah 2 Lantai Minimalis Di Cipinang Elok Jatinegara Jakarta Timur,Rp 422 Juta,  20 m²,  39 m²
Rumah Murah 2 Lantai Minimalis Di Cipinang Elok Jatinegara Jakarta Timur,Rp 422 Juta,  20 m²,  39 m²
Jual Rumah Murah Siap Huni Pinggir Jalan Cipinang Raya Rawamangun,"Rp 2,3 Miliar",  76 m²,  90 m²
Rumah Siap Huni Taman Sari Sawah Besar Jakarta Barat,Rp 610 Juta,  22 m²,  40 m²
Dijual Rumah Murah Di Rawasari Cempaka Putih Jakarta Pusat,Rp 890 Juta,  25 m²,  73 m²
Dijual Rumah Murah Di Johar Percetakan Negara Jakarta Pusat,"Rp 1,3 Miliar",  32 m²,  80 m²
Dijual Rumah Modern Di Cempaka Putih Tengah Jakarta Pusat,"Rp 2,38 Miliar",  54 m²,  94 m²
Rumah rapi dan siap huni di Kelapa Gading,"Rp 4,35 Miliar",  170 m²,  240 m²
"Rumah Mewah di Tebet Timur, Akses Jln Besar, Persis Dpn Taman Ecopark",Rp 17 Miliar,  306 m²,  750 m²
"Dijual Cepat Rumah Siap Huni Minimalis di Gading Lavender , Bisa Nego","Rp 3,5 Miliar",  101 m²,  101 m²
"Dijual Cepat Turun Harga Rumah Bagus Siap Huni Jalan 3 Mobil di Janur Indah , Bisa Nego","Rp 4,6 Miliar",  180 m²,  180 m²
Rumah Murah 2 Lantai Dekat Pintu Tol Jatinegara,Rp 818 Juta,  30 m²,  59 m²
Rumah Murah 2 Lantai Lokasi Strategis Cempaka Putih,"Rp 1,36 Miliar",  39 m²,  77 m²
Rumah Murah 3 Lantai Lokasi Strategis,Rp 890 Juta,  39 m²,  62 m²
Rumah Murah 2 Lantai Dekat Stasiun Sawah Besar,Rp 490 Juta,  39 m²,  21 m²
Rumah Baru Dijual Murah 2 Lantai Strategis Jl Industri,Rp 470 Juta,  20 m²,  40 m²
Rumah Mewah 3 Lantai SHM bisa KPR Turun Harga di Sunter,Rp 16 Miliar,  530 m²,  1400 m²
Rumah di Kompleks Merpati 2 Lantai SHM Sudah Renovasi Timur Tato,"Rp 3,2 Miliar",  200 m²,  320 m²
"Rumah 2 Lantai Siap Huni SHM,Murah,Strategis Jakarta Barat Dekat Mall Taman Palem Dekat RSUD Cengkareng 20 Menit Ke PIK 20 Menit Ke Mall Puri Indah ( Hanya 2700 Meter Dari Pintu Tol Rawa Buaya Utara Dan Selatan )","Rp 1,18 Miliar",  85 m²,  85 m²
"DIJUAL MURAH RUMAH DI KEBAYORAN BARU, MODEL ART DECO, JALAN LEBAR DAN TENANG, MALAM DIPORTAL",Rp 36 Miliar,  558 m²,  350 m²
RUMAH ASRI DI LINGKUNGAN FAVORIT JAKARTA SELATAN,Rp 13 Miliar,  324 m²,  380 m²
Rumah Hook American Classic 3 Lantai Private Pool & lift di Pondok Indah,"Rp 78,8 Miliar",  1149 m²,  1700 m²
DEPAN TAMAN ! Rumah Permata Buana POSISI TERBAIK jarang ada,"Rp 5,5 Miliar",  144 m²,  200 m²
PALING MURAH MUARA KARANG DI BLOK FAVORIT! ANTI BANJIR NEGO ,"Rp 4,7 Miliar",  200 m²,  300 m²
LUAS FAVORITE Rumah Permata Buana ! Luas 144 m2 - Rumah Bagus !,"Rp 4,7 Miliar",  144 m²,  180 m²
"Rumah mewah Luas dalam CLUSTER di kemang ,Murah","Rp 14,5 Miliar",  621 m²,  423 m²
BEST PRICE KEMANG DALAM - LT 587 M2,Rp 13 Miliar,  587 m²,  450 m²
"Tebet Timur, Rumah Siap Huni, Akses 2 Mobil, Lt 165 M2","Rp 4,5 Miliar",  165 m²,  270 m²
Dijual Rumah Modern Townhouse Cilandak Dekat Mall Citos,"Rp 9,5 Miliar",  240 m²,  400 m²
"Rumah Pik Untung,nyaman Dan Cocok","Rp 1,3 Miliar",  45 m²,  45 m²
Termurah! 6x15 Green lake city Full Renov! Siap huni! ,"Rp 2,3 Miliar",  90 m²,  120 m²
"Rumah, Uk 8x18m2 , 2.5 Lantai , Furnished","Rp 4,19 Miliar",  144 m²,  250 m²
"Dijual Rumah West Europe , Uk 8x15m2 ,dekat Danau Lokasi Bagus ","Rp 3,29 Miliar",  120 m²,  160 m²
Rumah Mewah Sunter Hitung Tanah Uk 391m2,Rp 9 Miliar,  392 m²,  700 m²
rumah kebon jeruk permata mediteranian,Rp 13 Miliar,  296 m²,  500 m²
rumah Kemang jalan 2 mobil shm,"Rp 17,5 Miliar",  637 m²,  390 m²
"Rumah Di Cluster Amerika Latin 8x18 Green Lake City, Shm, Bagus","Rp 3,87 Miliar",  144 m²,  147 m²
"Rumah Di Cluster East Asia 6x15 Green Lake City, Shm, Bagus ","Rp 2,25 Miliar",  90 m²,  127 m²
"Rumah Di Green Lake City Amerika Latin 8x18, Shm, 2,5 Lantai","Rp 4,15 Miliar",  144 m²,  250 m²
"Rumah Di Cluster Asia 6x16, Shm, Hadap Utara, 2 Lantai, Bagus","Rp 2,1 Miliar",  96 m²,  100 m²
"Rumah East Asia 4x12 Green Lake City, Shm, 2 Lantai, Bagus","Rp 1,29 Miliar",  48 m²,  76 m²
"Rumah East Asia 4x12 Green Lake City, Shm, 2 Lantai, Bagus","Rp 1,29 Miliar",  48 m²,  76 m²
"Rumah Di Green Lake City Cluster Amerika Latin 10x18, Selatan","Rp 4,75 Miliar",  180 m²,  211 m²
"Rumah Di Cluster Asia 8x18 Green Lake City, Shm, Unit Bagus","Rp 3,28 Miliar",  144 m²,  150 m²
"Rumah Di Cluster Australia 6x15 Green Lake City, Shm, Timur Laut","Rp 2,2 Miliar",  90 m²,  100 m²
Rumah PIK Pantai Indah Kapuk Minimalis Rapi Siap Huni (10X23M),Rp 11 Miliar,  230 m²,  300 m²
Rumah Permata Hijau Raya Lokasi Strategis Nego Pemilik,Rp 30 Miliar,  716 m²,  600 m²
Rumah elegant minimalis modern harga murah,"Rp 1,5 Miliar",  71 m²,  130 m²
"Rumah Asia Uk 8x27m2 ,Special Size - Semi Furnish !!","Rp 3,99 Miliar",  216 m²,  126 m²
"di Pantai Indah Kapuk, Jakarta Utara","Rp 4,1 Miliar",  120 m²,  170 m²
Jual Rugi Rumah Pik 2 10x15 Pantai Indah Kapuk Sudah Ajb,"Rp 5,5 Miliar",  150 m²,  209 m²
Rumah Minimalis 3Lantai BANYAK KAMARNYA Dekat Labschool Rawamangun,"Rp 2,1 Miliar",  60 m²,  170 m²
OWNER BUTUH UANG (BU) TERMURAH Rumah Siap Huni Dekat Labschool di Rawamangun,"Rp 2,5 Miliar",  167 m²,  265 m²
Rumah Mewah Siap Huni Tidak Banjir Dekat Arion Mal Rawamangun,"Rp 2,7 Miliar",  86 m²,  140 m²
Rumah Mewah Tidak Banjir Lokasi Strategis di Rawamangun,"Rp 3,9 Miliar",  135 m²,  200 m²
Dijual Rumah di Pil 1 Elang Laut 10x30 2 Lantai SHM,"Rp 8,7 Miliar",  300 m²,  300 m²
"Dijual Cepat Rumah di Glc 10x15, 2.5 Lantai SHM Murahh","Rp 4,49 Miliar",  150 m²,  250 m²
"Dijual Rumah di Glc We 13x15 Hoek, 2 Lantai Boulevard","Rp 4,8 Miliar",  195 m²,  220 m²
Rumah Green Lake City Glc 6x15 Selatan,"Rp 2,5 Miliar",  90 m²,  115 m²
"Rumah Meruya Utara 4 Lantai, Shm, Bs Kpr, Sangat Langka1",Rp 3 Miliar,  131 m²,  240 m²
Rumah Mewah Murah Kebayoran Lama Jalan Bendi,"Rp 9,6 Miliar",  310 m²,  420 m²
Rumah Mewah Murah Kebayoran Lama Jalan Bendi,"Rp 9,6 Miliar",  310 m²,  420 m²
Rumah Mewah Murah Taman Cilandak Jual Cepat,Rp 16 Miliar,  800 m²,  600 m²
Spesialis Rumah Baru Pik2 Villa Pasir Putih 5 (10X20),"Rp 6,9 Miliar",  200 m²,  274 m²
Promo Rumah Golf Island Pik Type Aralia 10X25,"Rp 9,1 Miliar",  250 m²,  315 m²
TERMURAH!! DIJUAL CEPAT RUMAH SIAP HUNI LUAS 250 M2 PIK 1 ,"Rp 10,5 Miliar",  250 m²,  280 m²
Rumah 2 lantai di area pondok indah dekat PiM..ditengah ..area pinang nikel,"Rp 5,4 Miliar",  140 m²,  128 m²
Rumah 2 lantai SHM di CIPINANG TIMUR. JAKARTA TIMUR,"Rp 16,5 Miliar",  930 m²,  512 m²
Rumah 2 Lantai Lokasi Strategis di Cipinang Raya Jakarta Timur,"Rp 2,35 Miliar",  58 m²,  90 m²
Rumah Mewah Taman Resort Mediterania 450m2 Furnished ,Rp 35 Miliar,  450 m²,  850 m²
Rumah Golf Island PIK 10x15 Termurah,"Rp 5,1 Miliar",  150 m²,  203 m²
Rumah Termurah Lebar 6 di Metland Puri,"Rp 2,05 Miliar",  90 m²,  120 m²
Rumah 6 x 15 Termurah di Metland Puri,Rp 2 Miliar,  90 m²,  120 m²
Rumah Mewah 4 Lantai Di Meruya Utara Jakarta Barat,Rp 3 Miliar,  131 m²,  240 m²
"Rumah HOOK 1 lantai SHM ,di kompleks perumahan Kelapa gading Jakarta Utara. Dekat Mall Kelapa gading di Jakata Utara","Rp 2,25 Miliar",  171 m²,  150 m²
"Rumah 3 lantai, SHM (Baru) di KELAPA GADING, Jakarta Utara.","Rp 3,5 Miliar",  102 m²,  216 m²
"Rumah MEWAH, HOOK, 3 lantai SHM di KELAPA GADING, Jakarta Utara",Rp 26 Miliar,  552 m²,  1311 m²
"Rumah 2 lantai SHM di Janur Asri Kelapa Gading , JAKARTA UTARA.","Rp 6,5 Miliar",  320 m²,  250 m²
 Rumah 2 lantai SHM di ORCHARD Kelapa gading Jakarta Utara. ,"Rp 6,5 Miliar",  200 m²,  300 m²
Rumah 8 x 16 di Sunter 3 Lantai Bagus,"Rp 4,25 Miliar",  128 m²,  230 m²
"Rumah MURAH (Cash Only,)1 lantai SHM di jalan Hang Jebat, Jakarta Selatan",Rp 32 Miliar,  927 m²,  416 m²
Rumah 8 x 16 di Sunter 3 Lantai Bagus,"Rp 4,25 Miliar",  128 m²,  230 m²
"Rumah MURAH (Cash Only,)1 lantai SHM di jalan Hang Jebat, Jakarta Selatan",Rp 32 Miliar,  927 m²,  416 m²
"Miliki Segera,bisa Kpr ,rumah Pik Dijual Uk 6x10 3lt Termurah Sekarang","Rp 2,2 Miliar",  60 m²,  100 m²
Dijual Rumah Modern Furnished Citra Garden,"Rp 2,8 Miliar",  96 m²,  175 m²
"Rumah Modern Minimalis Meruya Utara, Lokasi Bagus Banget ","Rp 2,4 Miliar",  125 m²,  160 m²
Dijual Rumah Modern Minimalis Citra Garden 2,"Rp 3,95 Miliar",  160 m²,  240 m²
"Termurah, Rumah Sunter Mas Near Cempaka Mas, 2,5lt, 9x16 Dalam Komplek, Tenang, Bebas Banjir, Jual Murah Bu","Rp 3,9 Miliar",  220 m²,  300 m²
"Rumah di Belakang Mal Kelapa Gading, Lt 250, Lb 400m, 2 Lantai Very Good Condition, Jual Murah Di Bawah Pasaran","Rp 6,6 Miliar",  250 m²,  400 m²
Dijual cepat rumah di Janur Elok Kelapa Gading Jakarta Utara,"Rp 6,2 Miliar",  220 m²,  330 m²
Dijual cepat rumah di Villa Permata Gading Kelapa Gading,"Rp 9,5 Miliar",  390 m²,  450 m²
"Rumah Siap Huni Cluster Lebar 6x16 di Metland Menteng, Cakung 015 Co 030","Rp 1,7 Miliar",  96 m²,  96 m²
Rumah lama 2 lantai siap huni di kebayoran baru 5 menit ke gandaria city mall,"Rp 11,5 Miliar",  247 m²,  300 m²
Rumah mewah Bangka Kemang Dekat Senopati dan kemang Raya,"Rp 19,5 Miliar",  738 m²,  950 m²
Rumah lama hitung Tanah Menteng murah strategis,"Rp 7,6 Miliar",  291 m²,  255 m²
Modern Luxurious House with private Dock Rumah pantai mutiara,"Rp 32,5 Miliar",  425 m²,  1600 m²
Rumah mewah dalam Cluster di Kemang ,"Rp 12,3 Miliar",  460 m²,  397 m²
Termurah 8x18m2 Hanya 2.975 M Nego Ready Survey,"Rp 2,97 Miliar",  144 m²,  104 m²
Rumah Elite Harga Paling Irit Akses 5 Menit Gerbang Tol,"Rp 2,45 Miliar",  85 m²,  120 m²
rumah cantik 2Lantai siap huni Kota Wisata,"Rp 1,79 Miliar",  128 m²,  132 m²
"Dijual Disewakan Rumah Standart Siap Huni di Gading Indah , Bisa Nego","Rp 2,05 Miliar",  90 m²,  90 m²
"Dijual Cepat Rumah Exclusive Listing Hook Cocok Untuk Usaha di Gading Raya , Bisa Nego","Rp 12,5 Miliar",  350 m²,  350 m²
"Dijual Cepat Rumah Hoek Siap Huni di Janur Hijau , Bisa Nego",Rp 15 Miliar,  400 m²,  794 m²
"Dijual Cepat Rumah Paling Murah di Sunter Hijau , Bisa Nego","Rp 1,75 Miliar",  96 m²,  96 m²
"Dijual Cepat Turun Harga Rumah Paling Murah Hook Jalan 4 Mobil di Villa Gading Indah , Bisa Nego",Rp 17 Miliar,  400 m²,  700 m²
"Dijual Disewakan Rumah Mewah Full Furnish Ada Pool di Komp. M Residence , Bisa Nego",Rp 45 Miliar,  1286 m²,  1286 m²
"Dijual Cepat Rumah Hitung Tanah Jalan 2 Mobil di Kelapa Nias , Bisa Nego ","Rp 2,6 Miliar",  136 m²,  136 m²
"Dijual Cepat Turun Harga Rumah Bagus Siap Huni di Bcs Kelapa Gading , Bisa Nego","Rp 2,3 Miliar",  90 m²,  90 m²
Rumah Bagus Semi Furnish di Cluster Amerika Latin Green Lake City,"Rp 3,15 Miliar",  108 m²,  150 m²
"Murah Jarang Ada Rumah di Cluster Asia Green Lake City, Nego Sampai Deal","Rp 2,1 Miliar",  96 m²,  130 m²
"Rumah Bagus Sudah Renov di Cluster Amerika, Green Lake City, Nego","Rp 2,65 Miliar",  108 m²,  84 m²
"Dijual Cepat Turun Harga Rumah Minimalis Bagus di Gading Parkview , Bisa Nego","Rp 5,8 Miliar",  198 m²,  198 m²
Rumah Hook serba Jati di Komplek Billymoon Pondok Kelapa Duren Sawit Jakarta Timur,"Rp 3,2 Miliar",  200 m²,  199 m²
"Dijual Cepat Rumah Siap Huni Minimalis di Sunter Paradise , Bisa Nego",Rp 7 Miliar,  255 m²,  255 m²
Rumah 2lt 8x15 120m 3kt Cluster Thames Jgc Jakarta Garden City,"Rp 1,9 Miliar",  120 m²,  90 m²
Rumah 2lt 12x20 240m Cluster Palm Spring Jgc Jakarta Garden City,"Rp 4,8 Miliar",  240 m²,  235 m²
Rumah 2lt 8x15 120m Mahakam The Signature Jgc Jakarta Garden City,"Rp 2,6 Miliar",  120 m²,  115 m²
Rumah 2lt 148m 9x16 3kt Cluster Cassia Jgc Jakarta Garden City,"Rp 2,55 Miliar",  148 m²,  156 m²
Rumah 2lt 200m 10x20 Cluster Lantana Jgc Jakarta Garden City,"Rp 4,2 Miliar",  200 m²,  208 m²
Rumah 2lt 7x15 105m Type 4kt Cluster La Seine Jakarta Garden City,"Rp 1,9 Miliar",  105 m²,  90 m²
Rumah 2lt Attic 3kt Yarra Seine Essence Jgc Jakarta Garden City,"Rp 1,8 Miliar",  75 m²,  74 m²
Rumah 2lt Dpn Taman 6x17 102m 2kt Cluster Mahakam Jgc Jakarta Garden City,"Rp 1,8 Miliar",  90 m²,  69 m²
Rumah 2lt 5x17 85m Type 3kt Mahakam The Signature Mts Jgc,"Rp 1,79 Miliar",  85 m²,  63 m²
Rumah Premium 6x14 84m Type 3kt Cluster Sentarum Asya Jgc Jakarta Garden City By Astra,"Rp 2,65 Miliar",  84 m²,  119 m²
Rumah 2lt +attic 8x15 4kt Cluster Essence Jgc Jakarta Garden City,"Rp 2,92 Miliar",  124 m²,  132 m²
Dijual Rumah Mewah Full Marmer Pik Pantai Indah Kapuk,Rp 38 Miliar,  459 m²,  800 m²
Rumah Bagus Golf Island Pik 8x15 Semi Furnish,"Rp 4,35 Miliar",  120 m²,  163 m²
Rumah Pantai Indah Kapuk 2 Siap Huni,"Rp 3,6 Miliar",  100 m²,  142 m²
Rumah 2 Lantai Puri Mansion Boulevard Siap Huni,Rp 6 Miliar,  200 m²,  220 m²
Rumah 2.5 Lantai Citra Garden 2 Hadap Timur Laut,"Rp 3,5 Miliar",  128 m²,  200 m²
Rumah 3 Lt 7x15 105m 3kt Cluster Kelimutu Asya Jgc Jakarta Garden City,"Rp 3,7 Miliar",  105 m²,  158 m²
Rumah 2lt 90m 6x15 Tipe 4kt Cluster Yarra Jgc Jakarta Garden City,"Rp 1,54 Miliar",  90 m²,  63 m²
Rumah 2lt Dpn Taman 10x17 Cluster Mahakam Jgc Jakarta Garden City,"Rp 3,46 Miliar",  170 m²,  135 m²
Termurah Rumah Golf Island Pik 10x25 View Danau Type Aralia,"Rp 9,5 Miliar",  250 m²,  315 m²
"Rumah Furnish, Terang,kokoh Dan ,murah, 2 Lantai , Tomang Jakarta Barat","Rp 5,7 Miliar",  180 m²,  300 m²
Rumah siap huni lingkungan nyaman kalideras jakarta barat,"Rp 1,6 Miliar",  120 m²,  125 m²
"Di Rumah di Asya Jakarta Garden City, Jakarta Timur","Rp 4,1 Miliar",  112 m²,  156 m²
Hunian Minimalis Moden 3 Lantai Hook SHM Dekat Aeon Mall,Rp 11 Miliar,  1660 m²,  550 m²
Rumah 2 Lantai di Tomang Jakarta Barat SHM Unfurnished,"Rp 4,2 Miliar",  166 m²,  200 m²
Rumah Cantik 3 Lantai SHM di Tomang Dekat Kampus Untar,"Rp 2,79 Miliar",  75 m²,  180 m²
"Rumah 2 Lantai, Tomang Jakarta Barat SHM","Rp 1,95 Miliar",  90 m²,  150 m²
Hunian Minimalis Moden 3 Lantai Hook SHM Dekat Aeon Mall,Rp 11 Miliar,  1660 m²,  550 m²
Rumah 2 Lantai di Tomang Jakarta Barat SHM Unfurnished,"Rp 4,2 Miliar",  166 m²,  200 m²
Rumah Cantik 3 Lantai SHM di Tomang Dekat Kampus Untar,"Rp 2,79 Miliar",  75 m²,  180 m²
"Rumah 2 Lantai, Tomang Jakarta Barat SHM","Rp 1,95 Miliar",  90 m²,  150 m²
Rumah Tua Hitung Tanah di Tomang Jakarta Barat,Rp 4 Miliar,  135 m²,  250 m²
Rumah Siap Huni 2 Lantai Semi Furnished SHM,Rp 3 Miliar,  135 m²,  260 m²
"Rumah lama kemang daerah Asri dan tenang, strategis",Rp 15 Miliar,  750 m²,  580 m²
Rumah Modern 3 Lantai Furnisher Full Marmer Nego Keras,"Rp 9,5 Miliar",  661 m²,  700 m²
Rumah mewah Luas dalam Cluster di Kemang,Rp 14 Miliar,  593 m²,  477 m²
Rumah Mewah Trimaran Pik 600m2 Pik Pantai Indah Kapuk,Rp 60 Miliar,  600 m²,  1300 m²
Rumah Mewah Pik Cluster Eksklusive 510m2 Hoek Pik Pantai Indah Kapuk,Rp 30 Miliar,  510 m²,  1200 m²
Jual Rugi Rumah Pik 2 10x15 Pantai Indah Kapuk Sudah Ajb,"Rp 5,5 Miliar",  150 m²,  209 m²
Rumah Elang Laut Residence Pik 260m2 Pik Pantai Indah Kapuk,Rp 10 Miliar,  260 m²,  620 m²
"Murah Lebar 6x17 Include Ac, Jakarta Garden City 017","Rp 1,7 Miliar",  102 m²,  76 m²
"Harus Terjual, Rumah Besar Kelapa Gading Belakang Mkg, Lt. 250, Lb 400, Lt. Fullfurnish Mewah Jual Sangat Murah, Bu","Rp 6,5 Miliar",  250 m²,  400 m²
Dijual Rumah Cluster North Missisipi di Jakarta Garden City ,"Rp 2,5 Miliar",  90 m²,  145 m²
Rumah Pik Minimalis Modern Brand New Hoek 3 Lantai Bagus,"Rp 13,5 Miliar",  260 m²,  600 m²
Turun Harga !!! Rumah Purimansion 8x20 2lt Full Renov,"Rp 4,3 Miliar",  160 m²,  160 m²
Jual Rumah Golf Island Pik 12x30 Walnut Pantai Indah Kapuk,"Rp 13,1 Miliar",  360 m²,  435 m²
Mewah Rumah Pik Kuda laut Hoek 355m Siap Huni,Rp 15 Miliar,  360 m²,  550 m²
Dijual Rumah Cluster North Missisipi di Jakarta Garden City ,"Rp 2,5 Miliar",  90 m²,  145 m²
Rumah Pik Minimalis Modern Brand New Hoek 3 Lantai Bagus,"Rp 13,5 Miliar",  260 m²,  600 m²
Turun Harga !!! Rumah Purimansion 8x20 2lt Full Renov,"Rp 4,3 Miliar",  160 m²,  160 m²
Jual Rumah Golf Island Pik 12x30 Walnut Pantai Indah Kapuk,"Rp 13,1 Miliar",  360 m²,  435 m²
Mewah Rumah Pik Kuda laut Hoek 355m Siap Huni,Rp 15 Miliar,  360 m²,  550 m²
Jual Murah Rumah Golf Island Pik 10x25 Aralia Pantai Indah Kapuk,"Rp 9,1 Miliar",  250 m²,  315 m²
Rumah mewah dengan desain elegan dekat jalan letjen suprapto cempaka putih,"Rp 2,47 Miliar",  55 m²,  97 m²
Rumah 2 lantai design modern tempat sangat strategis dekat taman solo,"Rp 1,67 Miliar",  51 m²,  68 m²
Rumah design modern 2 lantai dekat universitas borobudur rawamangun jakarta timur,"Rp 1,6 Miliar",  57 m²,  74 m²
Rumah 2 lantai siap huni shm akses mobil rawamangun Dekat mall arion ,"Rp 2,35 Miliar",  58 m²,  90 m²
"Jual Harga Bu Ruko Pik 2 4,5x16,25 Shibuya Pantai Indah Kapuk","Rp 3,9 Miliar",  67 m²,  202 m²
Rumah SHM UK 12x20 di PIK 1 Pantai Indah Kapuk ,"Rp 9,5 Miliar",  240 m²,  345 m²
at CIlandak Rumah Semi Furnish di Jakarta Selatan,"Rp 3,5 Miliar",  104 m²,  210 m²
"Jual Cepat Rumah Kost Strategis Di Kebon Jeruk, Jakarta Barat,shm","Rp 2,7 Miliar",  126 m²,  250 m²
"Rumah Dijual Green Lake City, Jakarta Barat Dan Sudah SHM","Rp 2,4 Miliar",  90 m²,  126 m²
"Rumah di Jelambar Pakuwon. 3,25 Lantai. Jalan Lebar. Carport Lega","Rp 1,25 Miliar",  36 m²,  58 m²
Rumah Butuh Renovasi di Permata Buana Jakarta Barat ,"Rp 3,75 Miliar",  144 m²,  100 m²
Rumah 2 Lantai Semi Furnished Puri Indah,"Rp 4,5 Miliar",  140 m²,  250 m²
"Murah!! Rumah 2,5lt di Gading Arcadia ","Rp 1,25 Miliar",  64 m²,  90 m²
cepat rumah di metland puri,"Rp 3,65 Miliar",  150 m²,  192 m²
cepat rumah di metland puri,"Rp 3,65 Miliar",  150 m²,  192 m²
Rumah 2 Lantai di Jalan pemuda Rawamangun legalitas SHM,"Rp 1,63 Miliar",  57 m²,  74 m²
Hunian Cantik Modern Minimalis 2 Lantai Akses Tengah Kota,"Rp 1,36 Miliar",  39 m²,  77 m²
Hunian Cantik 3 Lantai Lokasi Strategis Akses Apart Grand Pramuka,Rp 895 Juta,  25 m²,  73 m²
Rumah Minimalis Modern 2 lantai Akses Pengadilan Agama & JIS ,Rp 451 Juta,  20 m²,  39 m²
Jual Murah Rumah Pik 2 Uk 8x15 Harga 4m Semi Furnish ,Rp 4 Miliar,  120 m²,  160 m²
Termurah Rumah Puri Mansion 8x20 Full Bangunan Siap Huni,"Rp 4,3 Miliar",  160 m²,  250 m²
"Rumah Dijual di Jl. Wijaya, Kebayoran Baru, Daerah Komersial. Harus Lihat","Rp 40,5 Miliar",  683 m²,  900 m²
Rumah mewah 2 lantai akses strategis dekat Tol Cempaka Putih SHM,"Rp 2,4 Miliar",  53 m²,  94 m²
Rumah mewah 2 Lantai lokasi strategis dekat Yarsi jakarta pusat,"Rp 1,36 Miliar",  39 m²,  77 m²
Rumah Siap Huni Bebas Banjir di Tomang Jakarta Barat,"Rp 1,05 Miliar",  33 m²,  80 m²
