title,price,lt,lb
"Siap Huni & Strategis 10 Menit ke Mall Ciputra Cibubur, Bisa KPR, J12276","Rp 1,14 Miliar",  114 m²,  71 m²
Rumah Satu Lantai Siap Huni Dalam Komplek Tanjung Barat Indah Jakarta Selatan,"Rp 4,5 Miliar",  210 m²,  150 m²
Rumah Lama Harga Menarik Cocok Untuk Investasi Dekat Kemang Raya,Rp 14 Miliar,  619 m²,  405 m²
Rumah Hitung Tanah Murah Lokasi Strategis Sebrang Citos Dekat MRT,Rp 22 Miliar,  2935 m²,  800 m²
Rumah mewah 1lantai dekat MRT cilandak jakarta selatan,Rp 49 Miliar,  1932 m²,  850 m²
Rumah Desain Tropical Siap Huni Dekat Citos Cilandak,Rp 30 Miliar,  1349 m²,  800 m²
Rumah siap huni harga murah jalan lebar di kemang jakarta selatan,"Rp 12,2 Miliar",  450 m²,  300 m²
Dijual Rumah Pik Venice Brand New Mewah Best View Uk332m2 At Jakarta Utara ,"Rp 19,9 Miliar",  332 m²,  1200 m²
Rumah mewah di area strategis di Kebayoran Baru Rumah 2 Lantai SHM Bagus,Rp 34 Miliar,  680 m²,  600 m²
"Siap Huni & Strategis 25 Menit ke Gerbang Tol Bekasi Timur 1, Bisa KPR, J14475","Rp 1,1 Miliar",  60 m²,  50 m²
Dijual Rumah Pik Golf Island Orchestra Uk10x15m2 At Jakarta Utara,"Rp 5,3 Miliar",  150 m²,  200 m²
"Rumah Mewah dengan Fasilitas Lengkap Dalam Cluster Jagakarsa, Jakarta Selatan","Rp 12,5 Miliar",  750 m²,  520 m²
Murah Rumah Tua Hitung Tanah Di Kebayoran Baru Jakarta Selatan,"Rp 4,6 Miliar",  203 m²,  170 m²
"Harga Menarik Rumah Tua Hitung Tanah Di Kebayoran Baru, Jakarta Selatan","Rp 6,9 Miliar",  247 m²,  274 m²
House Victorian Architecture Design Jakarta Jakarta Selatan,"Rp 5,1 Miliar",  156 m²,  400 m²
Axel Termurah Se Citra Garden Hitung Tanah Rumah Fully Furnished Hook 16x16 2 Lantai ,"Rp 4,5 Miliar",  256 m²,  300 m²
Rumah Jelambar 3 Lantai Masih Bagus Dijual ,"Rp 2,6 Miliar",  97 m²,  292 m²
Rumah cocok utk tempat tinggal dan usaha kontrakan / kosan,"Rp 5,85 Miliar",  465 m²,  465 m²
"Puri Media, Murah!","Rp 4,39 Miliar",  200 m²,  242 m²
"Dijual Rumah Mewah 3 Lantai Siap Huni Di Taman Modern, Cakung, Jakarta Timur 026",Rp 15 Miliar,  400 m²,  300 m²
Luxury Modern Classic Design di Kemang,Rp 39 Miliar,  702 m²,  2000 m²
Rumah mewah di dalam komplek full furnished ,"Rp 2,3 Miliar",  107 m²,  160 m²
Rumah mewah dengan private pool dalam cluster cilandak,"Rp 4,58 Miliar",  226 m²,  178 m²
Rumah Murah di Kebayoran Baru,"Rp 29,6 Miliar",  927 m²,  432 m²
*RUMAH LAMA LAYAK HUNI - T/B 400/500 - DEKAT MAYESTIK ,Rp 20 Miliar,  400 m²,  500 m²
Rumah Permata Hijau,Rp 30 Miliar,  670 m²,  700 m²
Rumah Lux Di Pertama Hijau,Rp 35 Miliar,  600 m²,  800 m²
"Rumah Siap Huni di Tebet Timur, Akses 3 Mobil, Lt 432 M2, Strategis","Rp 9,95 Miliar",  432 m²,  350 m²
"Tebet Dalam Komplek Jepang, Akses Jln 3 Mobil, Lingkungan Nyaman","Rp 13,5 Miliar",  396 m²,  400 m²
"Rumah Hitung Tanah Area Premium Guntur, Setiabudi, Akses Jln Lebar",Rp 12 Miliar,  315 m²,  250 m²
"Kost Siap Huni Lokasi Strategis di Koja, Jakarta Utara","Rp 4,5 Miliar",  200 m²,  400 m²
"Rumah Luas di Tebet Timur, Akses Jalan 3 Mobil, Lokasi Terbaik Dekat Taman Ecopark","Rp 9,6 Miliar",  413 m²,  250 m²
Dijual Rumah Mewah di Kebayoran Baru Jakarta Selatan ,Rp 120 Miliar,  1472 m²,  800 m²
DiJual Murah Rumah Taman Semanan Indah JakBar,"Rp 1,35 Miliar",  85 m²,  64 m²
Cluster Murah Minimalis Jl Keadilan Gajah Mada Jakarta Barat,Rp 500 Juta,  22 m²,  36 m²
Cluster Modern Minimalis 2 Lantai Cempaka Putih tengah Jakarta Pusat,"Rp 1,6 Miliar",  39 m²,  55 m²
rumah modern elegen minimalis 2 lantai depan UNJ dekat mall arion dan terminal rawamangun jakarta timur,"Rp 1,6 Miliar",  45 m²,  80 m²
claster murah Modern pondok labu Dekat Tol Andara 2 Lantai Dan One Gate System jakarta selatan.,Rp 840 Juta,  38 m²,  70 m²
"Rumah Lokasi Strategis Cengkareng, Jakarta Barat,",Rp 2 Miliar,  180 m²,  150 m²
BELI TANAH BERHADIAH RUMAH 2 LANTAI DI PONDOK INDAH,Rp 45 Miliar,  1370 m²,  1200 m²
Beli Rumah dapat passive Income di Kebayoyan Baru,Rp 39 Miliar,  558 m²,  400 m²
Rumah mewah Lux lokasi strategis 2 Lantai SHM,"Rp 3,7 Miliar",  186 m²,  250 m²
Dijual Rumah Cantik Beserta Kavling Luas di Jagakarsa Jaksel,Rp 14 Miliar,  1703 m²,  330 m²
"Rumah Bagus 2 Lantai Lokasi Strategis di Sunter Agung, Jakarta Utara","Rp 6,25 Miliar",  205 m²,  270 m²
"Siap Huni & Strategis 10 menit ke Bintaro Plaza, J14473","Rp 2,2 Miliar",  90 m²,  150 m²
Rumah Asri di Kelapa Nias Gading,"Rp 3,9 Miliar",  160 m²,  160 m²
Rumah 2 Lantai Minimalis harga murah jl industri 2 gunung sahari jakarta pusat,Rp 473 Juta,  20 m²,  39 m²
"Jual Cepat Rumah Luas, Peluang Emas, Harga di bawah Pasaran, di Jantung Kebayoran Baru, area SCBD Jakarta Selatan. (Bisa beli sebagian)",Rp 110 Miliar,  1429 m²,  600 m²
"Siap Huni & Strategis 9 menit ke Cibubur Poin Center, J21545","Rp 1,72 Miliar",  170 m²,  110 m²
"Siap Huni & Strategis 8 menit ke Gerbang Tol Meruya Selatan 2, J18632","Rp 2,72 Miliar",  124 m²,  137 m²
Rumah Cantik Sudah Renovasi Dan Siap Huni Dalam Cluster Yang Nyaman Dan Aman Sudah Renovasi,"Rp 4,5 Miliar",  250 m²,  200 m²
"Siap Huni & Strategis 15 Menit ke Gerbang Tol Joglo 1, J15576","Rp 1,8 Miliar",  67 m²,  98 m²
Rumah di Pluit Murni Murah Dan Cash Only,"Rp 6,35 Miliar",  325 m²,  411 m²
"Siap Huni & Strategis 15 Menit ke Gerbang Tol Joglo 1, J15576","Rp 1,8 Miliar",  67 m²,  98 m²
"Rumah Modern Classic Design Dalam Komplek, Lingkungan Tenang",Rp 11 Miliar,  315 m²,  380 m²
Dijual Rumah Baru di Gading Griya Lestari Kelapa Gading,"Rp 1,75 Miliar",  67 m²,  45 m²
Rumah Di Permata Hijau Dalam Komplek Sudah Renovasi Turun Harga,"Rp 6,2 Miliar",  171 m²,  192 m²
PURI INDAH > rumah asri dengan ventilasi yg baik,"Rp 4,5 Miliar",  140 m²,  240 m²
Axel Termurah Se Pik Rumah Florence 10x20 Lantai Marmer Ruang Karaoke SHM,"Rp 7,3 Miliar",  200 m²,  1 m²
"Rumah Di Selong Sriwijaya Area, Kebayoran baru, Jakarta Selatan",Rp 156 Miliar,  1301 m²,  600 m²
For Sale Dijual Cepat Rumah Baru Minimalis Tropical Single House Beautiful Provate Pool Taman Cantik Harga Murah Siap Huni At Kemang Dalam Kemang Jakarta Selatan,"Rp 23,5 Miliar",  435 m²,  500 m²
"Aparthouse, Cilandak, Jakarta selatan dekat akses toll, dekat RS Fatmawati","Rp 1,38 Miliar",  32 m²,  105 m²
Rumah Semi Furnished Di Permata Hijau Kebayoran Lama ,"Rp 6,2 Miliar",  171 m²,  192 m²
Dijual rumah Perumnas Klender Jakarta timur,"Rp 1,45 Miliar",  135 m²,  85 m²
Andre Tjhia Puri Indah Uk 10x20 Bangunan 3 Lantai Sangat Bagus Rapi,"Rp 5,8 Miliar",  200 m²,  325 m²
Rumah Siap KPR Dekat Sekolah di Jakarta Sudah Renov Full Furnished J15576,"Rp 1,8 Miliar",  67 m²,  98 m²
"Rumah Tanah Luas, Murah di Bendi Raya Tanah Kusir, Kebayoran Lama, Jakarta Selatan.","Rp 13,5 Miliar",  1020 m²,  350 m²
"Dijual Rumah Mewah Furnished Siap Huni, Pik Lotus Palace, Jakarta",Rp 28 Miliar,  450 m²,  723 m²
"Rumah Minimalis Siap Huni Pluit Murni, Penjaringan, Jakarta Utara","Rp 6,35 Miliar",  325 m²,  411 m²
"Best Deal, Rumah 2 Lantai Posisi Boulevard. Rapi Dan Siap Masuk",Rp 6 Miliar,  200 m²,  180 m²
"Dijual Rumah Ruang Usaha Itung Tanah di Jl Setiabudi,jaksel",Rp 25 Miliar,  396 m²,  300 m²
Dijual Rumah Mewah Taman Golf Timur Diamond Pantai Indah Kapuk,Rp 115 Miliar,  1620 m²,  1500 m²
Rumah Purimansion 6x15 Termurah Siap Huni,"Rp 2,7 Miliar",  90 m²,  90 m²
"Rumah Muara Karang, Hitung tanah!! SHM, cocok untuk bangun kembali ","Rp 2,5 Miliar",  90 m²,  80 m²
"Dijual rumah mewah Pantai Mutiara, bagus sekali",Rp 18 Miliar,  468 m²,  380 m²
Rumah Cantik 2 Lantai Dengan Lokasi Strategis,"Rp 2,95 Miliar",  90 m²,  120 m²
Rumah Pik 12x30 Mozart Golf Island View Golf View Danau ,Rp 19 Miliar,  360 m²,  700 m²
"Rumah At Jl Binakarya , Gandaria, Kebayoran Baru",Rp 20 Miliar,  1053 m²,  400 m²
PONDOK INDAH - [FOR SALE]: RUMAH TERAWAT DAN SIAP HUNI,Rp 25 Miliar,  430 m²,  450 m²
AMPERA KEMANG - []: RUMAH DESIGN TROPIS,Rp 19 Miliar,  700 m²,  400 m²
Tebet. Rumah Mewah Dengan Kolam Renang. Dekat Mt Haryono,"Rp 6,5 Miliar",  163 m²,  250 m²
Tebet Barat Raya. Eco Park. Cocok Untuk Bisnis. Tersewa Oleh Cafe,"Rp 6,9 Miliar",  234 m²,  200 m²
Tebet. Luas 65M2. Cocok Untuk Usaha. Dekat KOKAS. Jalan Lebar ,"Rp 3,5 Miliar",  65 m²,  50 m²
"Rumah 2 Lantai Siap Huni di Sunter, Jakarta Utara","Rp 2,2 Miliar",  90 m²,  180 m²
"Rumah 3,5 Lantai 6x17 di Sunter Paradise Tahap 1","Rp 4,8 Miliar",  102 m²,  280 m²
Otista. Rumah Mewah Dalam Cluster Di Polonia,"Rp 6,3 Miliar",  250 m²,  300 m²
Rumah Mewah Lokasi Nyaman di Taman Kebon Jeruk Intercon Jakarta Barat,"Rp 11,8 Miliar",  450 m²,  480 m²
Rumah Siap Huni di Permata Buana Jakarta Barat ,"Rp 6,3 Miliar",  250 m²,  300 m²
"For Sale LUXURY HOUSE, Prime Location Permata Hijau","Rp 19,5 Miliar",  520 m²,  409 m²
For Sale Rumah Di Senopati,Rp 15 Miliar,  253 m²,  300 m²
Rumah siap huni jalan 2 mobil bebas banjir di Tanjung duren(TD168),"Rp 1,45 Miliar",  56 m²,  105 m²
DI JUAL CEPAT RUMAH LAYAK HUNI COCOK UTK HUNIAN ATO KANTOR AREA PRIME DEKAT SENAYAN JLN.HANGLEKIR KEBAYORAN BARU JAKSEL,Rp 14 Miliar,  242 m²,  312 m²
Dijual Rumah Sedayu City Ukuran 10x18 ,"Rp 7,2 Miliar",  180 m²,  230 m²
For Sale Rumah Turun Harga 42M -> 36M Kuningan Jakarta Selatan,Rp 36 Miliar,  740 m²,  571 m²
For Sale Exclusive!! Kebon Kacang Tanah Abang,"Rp 5,8 Miliar",  261 m²,  300 m²
Rumah 2 Lantai Taman Meruya Ilir Bebas Banjir Lt 122m2,"Rp 1,8 Miliar",  122 m²,  180 m²
Rumah Bagus Siap Huni Lt 150m2 Sudah Renovasi Lokasi Strategis,"Rp 2,9 Miliar",  150 m²,  180 m²
Rumah Modern Minimalis Kinclong Aman Banjir Permata Buana,"Rp 4,75 Miliar",  136 m²,  180 m²
Rumah 3 Lantai Lokasi Premium Jarang Ada Lt. 230 M2 Aman Banjir,"Rp 10,5 Miliar",  230 m²,  550 m²
Dijual Murah Rumah Premium Di PIK 2 Cluster Denver Kosambi Banten,"Rp 2,7 Miliar",  80 m²,  99 m²
Rumah Huni Lokasi Pejaten Jakarta Selatan,"Rp 2,2 Miliar",  78 m²,  90 m²
Rumah Tua Hitung Tanah Tebet Barat Dekat Eco Park,"Rp 3,8 Miliar",  170 m²,  109 m²
Rugi Rumah Pik 2 6x12.5 Siap Huni,"Rp 2,2 Miliar",  75 m²,  107 m²
Rumah Golf Island PIK Edelweis 250m2 (10x25),"Rp 10,8 Miliar",  250 m²,  358 m²
Dijual Rumah Hitung Tanah jl. Benda Raya Kemang Jakarta selatan Murah,"Rp 20,5 Miliar",  985 m²,  400 m²
Rumah citra 2 ext SHM Sudah Renovasi Selatan,"Rp 5,99 Miliar",  200 m²,  465 m²
"Rumah Murah 2 Lantai SHM Di Sunter, Dekat Jis, Jakarta Utara",Rp 451 Juta,  20 m²,  39 m²
"Rumah 2 Lantai SHM Di Rawasari, Cempaka Putih, Dki Jakarta",Rp 895 Juta,  24 m²,  71 m²
"Dijual Rumah Modern Minimalis 2 Lantai Di Cipinang Elok, Jakarta Timur",Rp 422 Juta,  16 m²,  31 m²
Dijual rumah bojong indah jakarta barat,"Rp 1,85 Miliar",  120 m²,  200 m²
Rumah Siap huni di duri kepa rapi anti banjir jakbar,"Rp 1,8 Miliar",  72 m²,  180 m²
"Dijual Rumah di Komplek Garuda Kalibata, Jakarta Selatan",Rp 8 Miliar,  327 m²,  146 m²
"Dijual Rumah di Daerah Pondok Pinang, Jakarta Selatan Swimpool ",Rp 16 Miliar,  320 m²,  300 m²
Rumah Pik Golf Island Piano 10x25 Jalan Lebar hadap Selatan ,"Rp 9,5 Miliar",  250 m²,  500 m²
Rumah Mewah Di Pondok Indah Jaksel Baru,Rp 25 Miliar,  460 m²,  700 m²
Dijual Rumah Di Menteng Jakarta Pusat Unfurnished,Rp 53 Miliar,  909 m²,  400 m²
Dijual Rumah Di Taman Radio Dalam Jakarta Selatan,Rp 9 Miliar,  330 m²,  550 m²
Dijual Cepat Rumah Di Bona indah Jakarta selatan Semi Furnished,"Rp 7,5 Miliar",  300 m²,  430 m²
Rumah Cantik Modern Tropical Kolam Renang Di Bintaro Jakarta,"Rp 5,5 Miliar",  260 m²,  300 m²
Rumah Park Residence,"Rp 1,8 Miliar",  72 m²,  72 m²
Bisa Kpr Rumah Golf Island 8x15 Full Renov Dan Full Furnish ,Rp 5 Miliar,  120 m²,  80 m²
Rumah PIK 2 Cluster Cleveland PIK 2,Rp 5 Miliar,  138 m²,  147 m²
Rumah Bagus dekat kampus di Kemanggisan ,"Rp 5,7 Miliar",  295 m²,  250 m²
Rumah Cluster Amerika Latin Full Renov 2 Lantai Uk 6x18 GLC,"Rp 3,25 Miliar",  108 m²,  156 m²
Rumah kantor 3 lantai + basement di pluit utara,Rp 28 Miliar,  686 m²,  1192 m²
"Rumah 1 Lantai di Komplek Citrus, jeruk purut",Rp 19 Miliar,  688 m²,  300 m²
Rumah 2 lt jual bawah NJOP di Taman radio dalam,"Rp 17,5 Miliar",  775 m²,  619 m²
"Murah Banget Strategis Dekat MRT di Cipete Selatan, Jaksel","Rp 10,9 Miliar",  385 m²,  305 m²
Di jual rumah Crown Golf pik,"Rp 10,5 Miliar",  192 m²,  350 m²
"Rumah 2 Lantai di Pasar Minggu, Jakarta Selatan","Rp 1,85 Miliar",  100 m²,  180 m²
"Rumah Besar Dijual di Duri Kepa, Jakarta Barat ","Rp 6,9 Miliar",  330 m²,  440 m²
RUMAH PRIVATE CLUSTER MEWAH VIRYA SEMANAN DI JAKARTA BARAT,"Rp 2,8 Miliar",  120 m²,  136 m²
"DI RUMAH MEWAH PRIVATE CLUSTER DI KEBON JERUK ,JAKARTA BARAT","Rp 4,3 Miliar",  102 m²,  171 m²
Rumah Mewah Kebon Jeruk Intercon Jakarta Barat,Rp 36 Miliar,  1200 m²,  700 m²
Rumah cantik permata Buana 144m2 siap huni SHM,"Rp 5,75 Miliar",  144 m²,  300 m²
Rumah Mewah siap huni 10x15 PerBun SHM,"Rp 9,85 Miliar",  150 m²,  420 m²
"Rumah Lokasi Strategis Cengkareng, Jakarta Barat",Rp 2 Miliar,  180 m²,  150 m²
"Rumah Sangat Rapih Dan Terawat, Akses Mudah Lokasi Strategis Kayu Putih Jakarta Timur","Rp 9,5 Miliar",  588 m²,  600 m²
House Single House Dekat Sekolah France Prancis Dan Mrt Dan Kebayoran Baru Dan Kemang Harga Murah Siap Huni Lingkungan Tenang Area Cipete Jakarta Selatan,"Rp 4,95 Miliar",  116 m²,  135 m²
Rumah Minimalis Modern Jelambar Jakarta Barat,Rp 2 Miliar,  60 m²,  120 m²
"RUMAH LUAS DIJUAL DI AREA PANCORAN, LETAK STRATEGIS ",Rp 26 Miliar,  1048 m²,  409 m²
Bukit Podomoro Klender Jakarta,"Rp 3,7 Miliar",  90 m²,  146 m²
Rumah Dijual Siap Huni di Tebet Timur Jakarta Selatan,Rp 10 Miliar,  230 m²,  210 m²
Rumah di Area Elite Lebak Lestari Lebak Bulus Jakarta Selatan,Rp 9 Miliar,  310 m²,  400 m²
"Rumah Dijual Hitung Tanah di Dekat Mrt Blok A , Kebayoran Baru","Rp 8,2 Miliar",  214 m²,  150 m²
"Rumah Siap Huni! 2.25 Lantai! Fully Furnished! Tinggal Masuk Rumah! Lokasi Asri dan Nyaman di Jalan Anggur, Rawa Buaya, Jakarta Barat ","Rp 2,5 Miliar",  120 m²,  235 m²
"Rumah di Menteng, Jakarta Pusat",Rp 33 Miliar,  395 m²,  788 m²
Rumah siap huni di kebayoran baru jaksel,Rp 25 Miliar,  424 m²,  300 m²
"Lelang Rumah Mewah 2 Lantai,kebayoran Baru, Jakarta Selatan","Rp 7,77 Miliar",  209 m²,  185 m²
Lelang Rumah Mewah 2 Lantai Kebayoran Baru Jakarta Selatan,"Rp 19,9 Miliar",  488 m²,  450 m²
"Ajb Debitur Rumah Mewah 3 Lantai, Duren Sawit, Jakarta Timur",Rp 3 Miliar,  247 m²,  400 m²
Turun Harga - Pondok Indah Rumah Hoki Tanah Ngantong,Rp 23 Miliar,  580 m²,  365 m²
Dijual Rumah Mewah Murah Luas di Duren Sawit Jakarta Timur,"Rp 3,3 Miliar",  252 m²,  320 m²
Rumah Besar Dijual Murah Investasi Terbaik di Pusat Jakarta Utara,"Rp 2,15 Miliar",  204 m²,  370 m²
Rumah strategis SHM di jalan keadilan Tamansari Jakarta Barat,Rp 504 Juta,  27 m²,  42 m²
Dijual Rumah Hadap Taman di Citra 2 Ext ,"Rp 2,95 Miliar",  150 m²,  175 m²
Rumah Siap Huni Akses 2 Mobil Nempel Komplek Elite di Jagakarsa,"Rp 1,4 Miliar",  65 m²,  100 m²
Town house mansion ancol super mewah siap huni,"Rp 6,5 Miliar",  120 m²,  300 m²
Rumah Tua Tanah Abang V Jakarta Pusat Siap Dilepas,Rp 15 Miliar,  870 m²,  300 m²
Rumah Lama Hoek Di Jl Pinang Emas Pondok Indah Jakarta Selatan lt 260m murah 6.5Mly cash only,"Rp 6,5 Miliar",  260 m²,  180 m²
"Rumah 2 Lantai Cluster Bedugul Perumahan Daan Mogot Baru, Jakarta Barat","Rp 2,4 Miliar",  120 m²,  150 m²
Rumah murah 2 Lantai dekat TSM Cibubur,"Rp 1,2 Miliar",  78 m²,  109 m²
Dijual Rumah Cluster Venice Pik 1 Kuda Laut,"Rp 9,5 Miliar",  345 m²,  240 m²
"Dijual Rumah 3,5 Lantai Luas 510 Meter, Siap Pakai",Rp 30 Miliar,  300 m²,  510 m²
Rumah Mewah Furnished Rawamangun 2 Lantai Dekat Pos Security,Rp 15 Miliar,  600 m²,  625 m²
Istana Pancoran Siap Huni,Rp 65 Miliar,  2504 m²,  1190 m²
Rumah 2 lt siap huni di Golf Lake Residence Sudah Renovasi,Rp 3 Miliar,  90 m²,  136 m²
rumah 6x15 termurah SHM hadap utara timur,"Rp 2,5 Miliar",  90 m²,  124 m²
Rumah di Muara Karang 12x25 SHM Bagus Lokasi Strategis,"Rp 8,5 Miliar",  300 m²,  300 m²
Rumah Mewah Townhouse Eksclusive Private Pool Strategis Kebagusan,"Rp 4,2 Miliar",  127 m²,  280 m²
Rumah Mewah Bagus Asri Plus Private Pool Strategis di Kemang,Rp 25 Miliar,  742 m²,  500 m²
House Fully Furnished+roof Top Garden Di Pondok Indah,"Rp 9,89 Miliar",  140 m²,  390 m²
Rumah Bagus Masih Terawat Dalam Komplek Area Kemang,Rp 15 Miliar,  900 m²,  500 m²
Rumah Mewah Dalam Townhouse Modern Asri Siap Huni di Lebak Bulus,"Rp 4,2 Miliar",  168 m²,  160 m²
Di Jual Cepat Rumah Kondisi Bagus Area Strategis di Jagakarsa,"Rp 1,8 Miliar",  124 m²,  200 m²
Pa.093 Dijual Cepat Rumah Bagus Siap Huni Kelapa Puan Bisa Nego,"Rp 5,75 Miliar",  200 m²,  200 m²
Rumah Minimalis Pik2 Villa Pasir Putih 5 (10×20),"Rp 6,9 Miliar",  200 m²,  274 m²
Rumah Di Condet Batu Ampar Dijual Cepat bu ,"Rp 8,7 Miliar",  537 m²,  600 m²
Rumah minimalis baru 2 lantai 2 kamar bebas banjir di kelapa gading,"Rp 1,7 Miliar",  75 m²,  77 m²
Rumah mewah 3 lantai full furnish bebas banjir di kelapa gading,"Rp 5,5 Miliar",  144 m²,  310 m²
Rumah 2 Lantai Cibubur Dinding Bata Merah 5 Menit Ke Lrt Cibubur Dan Tol Cibubur ,"Rp 1,42 Miliar",  100 m²,  80 m²
Rumah Kos 30 Kamar Siaga Raya Operasional,"Rp 14,9 Miliar",  1145 m²,  350 m²
"Rumah murah 2 lantai jakarta pusat, dekat ITC Roxy mas, lokasi strategis harga dibawah harga pasar murah banget ","Rp 3,5 Miliar",  144 m²,  110 m²
Rumah Modern Dan Cantik Kebayoran Bintaro,"Rp 5,3 Miliar",  204 m²,  249 m²
Rumah Dijual 2 Lantai. Bisa Nego. Cempaka Putih Jakpus.,"Rp 10,5 Miliar",  400 m²,  300 m²
"Rumah Dijual Pluit Murni Ls Tanah 160 M2 2,5 Lantai. Siap Huni","Rp 4,55 Miliar",  160 m²,  300 m²
Rumah Mewah Pantai Mutiara Luas 425m2 Ada Private Kanal Dermaga SHM Full Furnished Interior Marmer Jakarta Utara ,Rp 35 Miliar,  425 m²,  1000 m²
Rumah 2 Lantai Jgc La Saine Termuraah di Jakarta Garden City Jakarta Timur,"Rp 1,4 Miliar",  90 m²,  90 m²
"Rumah Lelang Kebagusan, Jakarta Selatan","Rp 11,3 Miliar",  1020 m²,  797 m²
"Rumah Dan Kosan Cilandak, Jakarta Selatan","Rp 9,7 Miliar",  297 m²,  520 m²
"Rumah Ayda Pasar Minggu, Jakarta Selatan","Rp 8,65 Miliar",  739 m²,  250 m²
Lokasi Bagus Dalam Komplek Pondok Indah Jakarta Selatan,"Rp 16,2 Miliar",  416 m²,  300 m²
"Rumah Bagus SHM Lokasi Strategis di Pela Mampang, Jakarta Selatan","Rp 6,5 Miliar",  352 m²,  150 m²
"Rumah SHM Lokasi Sangat Strategis Akses Mudah di Kebayoran Baru, Jakarta Selatan","Rp 9,8 Miliar",  206 m²,  200 m²
"Rumah SHM 2 Lantai Akses Mudah di Pejompongan, Bendungan Hilir, Jakarta Pusat","Rp 13,5 Miliar",  276 m²,  356 m²
"Rumah Dalam Komplek Area Wijaya, 400 Meter Ke Jalan Wijaya 1 ",Rp 10 Miliar,  421 m²,  389 m²
Rumah Bagus Rapi Terawat Asri Dan Nyaman di Perumahan Taman Shangrila Indah Petukangan Selatan Pesanggrahan Jakarta Selatan,"Rp 2,5 Miliar",  230 m²,  140 m²
Rumah Hoek Bagus Dan Asri Dengan Halaman Luas Di Perumahan Bumi Bintaro Permai Jakarta Selatan,"Rp 3,15 Miliar",  270 m²,  135 m²
"Rumah 3 Lantai Bagus Siap Huni di Kedoya, Jakarta Barat","Rp 7,25 Miliar",  200 m²,  420 m²
Rumah Hoek Citra Garden 5 Siap Huni,"Rp 2,5 Miliar",  147 m²,  150 m²
Classic Minimalis Private Pool Townhouse di Jagakarsa,"Rp 5,55 Miliar",  250 m²,  355 m²
"Rumah 3 1/2 Lantai, Ada Lift, Kolam Renang, Akaes Jalan 3 Mobil Lega. Lokasi Sangat Strategis",Rp 10 Miliar,  264 m²,  500 m²
Rumah Pik Cluster Ekslusif di Katamaran Permai Uk 16x35m2 Harga Terbaik Dengan Interior Ternama,Rp 28 Miliar,  560 m²,  1000 m²
Rumah Terawat Kokoh di Area Cipete Lingkungan Bagus Bebas Banjir,Rp 10 Miliar,  420 m²,  300 m²
Sa.098 Dijual Cepat Rumah Bagus Siap Huni Cempaka Putih Bisa Nego,"Rp 4,1 Miliar",  229 m²,  229 m²
Rumah Modern Classic SHM Strategis Bintaro Jakarta Selatan,"Rp 7,95 Miliar",  476 m²,  260 m²
GRIYA MEWAH DI CEMPAKA PUTIH BARAT JKT PUSAT,"Rp 1,3 Miliar",  32 m²,  58 m²
Dijual Rumah Siap Huni Minimalis Kelapa Gading,Rp 8 Miliar,  230 m²,  500 m²
Rumah 3 lantai Ciganjur Jagakarsa Jakarta Selatan,"Rp 2,2 Miliar",  71 m²,  180 m²
Rumah Metland Menteng Cakung Jakarta Timur SHM bisa KPR luas 120m,"Rp 1,45 Miliar",  120 m²,  100 m²
Rumah Cluster Metland Menteng Jakarta Timur Dekat AEON Mall JGC,"Rp 1,9 Miliar",  128 m²,  180 m²
Rumah di Zebrina Jgc Cakung Jakarta Timur,"Rp 2,6 Miliar",  148 m²,  156 m²
Rumah Koja Utara Unti Bagus Fullfurnish 2 Lantai ,"Rp 1,75 Miliar",  227 m²,  291 m²
Rumah di Wisteria Metland Cakung Jakarta Timur,"Rp 2,1 Miliar",  84 m²,  79 m²
RUMAH CLUSTER THAMES JGC CAKUNG Jakarta timur Shm,"Rp 1,6 Miliar",  102 m²,  75 m²
Rumah 2 Lantai HGB di Jatinegara Baru Jakarta Timur,"Rp 1,7 Miliar",  132 m²,  200 m²
Jual Cepat Rumah Siap Huni Harga Sangat Menarik,"Rp 7,8 Miliar",  415 m²,  500 m²
Rumah Lama Strategis Jalan Lebar Cocok Usaha Area Senopati,"Rp 16,4 Miliar",  317 m²,  147 m²
"Rumah Bagus Ada Lift Gaya Resort Bali Di Pondok Indah Jakarta Selatan Rumah 3 Lantai Semi Furnished Bagus Shm - Sertifikat Hak Milik Di Jl Metro Alam, Pondok Indah",Rp 38 Miliar,  628 m²,  900 m²
"Rumah 3 Lantai Dalam Cluster Exclusive Bagus Di Tomang, Jakarta Barat","Rp 4,9 Miliar",  91 m²,  254 m²
Rumah Tinggal Hoek Ciracas Cibubur Jakarta Timur,"Rp 1,8 Miliar",  190 m²,  210 m²
Rumah Murah Hitung Tanah belakang Mall Kelapa Gading,"Rp 1,95 Miliar",  90 m²,  120 m²
Rumah Siap Huni Murah Jl Gading Indah belakang Mall Kelapa Gading,"Rp 2,25 Miliar",  102 m²,  180 m²
Rumah 2 Lantai Di PIK Mediterania Boulevard Jakarta Utara,"Rp 7,25 Miliar",  243 m²,  288 m²
Rumah Murah Bagus Bisa Usaha Jl Balai Pustaka Raya Jakarta Timur,"Rp 8,5 Miliar",  476 m²,  300 m²
Rumah Siap Huni Murah Di JL Pluit Murni Jakarta Utara,"Rp 6,65 Miliar",  325 m²,  411 m²
Rumah Siap Huni Di Citra Garden 6 Cluster Green Papyrus Jakbar,"Rp 3,6 Miliar",  136 m²,  225 m²
